date,resting_hr,avg_hr,steps,exercise_minutes,active_energy,spo2,sleep_hours,workouts,bedtime_min,wake_min
2025-11-17,57,71,9915,33,495,98,6.9,1,647,413
2025-11-18,55,74,6818,23,489,97,7.6,1,647,411
2025-11-19,57,78,7067,39,490,,7.4,1,660,385
2025-11-20,58,73,7095,25,446,,7.5,0,629,406
2025-11-21,59,78,7833,32,556,96,7.5,1,618,394
2025-11-22,57,71,6703,24,416,,7.4,0,624,403
2025-11-23,59,76,9520,22,393,98,6.8,1,634,395
2025-11-24,60,75,7638,39,498,96,6.8,0,654,389
2025-11-25,58,78,8395,27,552,,6.5,1,653,380
2025-11-26,56,74,8383,28,401,97,7.1,0,655,386
2025-11-27,55,76,7882,28,506,,7.2,0,652,404
2025-11-28,55,76,9942,38,519,97,7.2,1,617,396
2025-11-29,57,71,9381,31,482,,6.9,0,616,411
2025-11-30,61,76,8964,30,474,,7.3,1,620,399
2025-12-01,59,81,8052,36,448,,6.7,1,621,399
2025-12-03,55,76,7845,23,537,98,7.3,0,678,387
2025-12-04,60,72,7091,27,546,,6.9,0,641,387
2025-12-05,57,79,9865,23,454,,7.2,0,628,388
2025-12-06,56,75,9438,31,426,97,7.3,1,652,421
2025-12-07,57,81,9686,23,479,,7.2,1,626,388
2025-12-08,57,70,8832,38,515,97,7.5,0,625,386
2025-12-09,58,74,7138,24,508,98,6.8,0,677,407
2025-12-10,58,76,7027,34,497,,6.8,1,622,418
2025-12-11,56,78,9848,30,478,,6.6,0,659,386
2025-12-12,60,79,6430,30,469,96,7.3,0,646,409
2025-12-13,61,74,9346,30,468,98,7.6,0,640,391
2025-12-14,60,73,6733,34,485,97,7.6,0,613,424
2025-12-15,57,71,9756,29,517,97,6.9,0,648,425
2025-12-16,56,81,7492,21,528,,7.5,0,660,381
2025-12-17,56,81,7719,36,432,98,6.7,0,656,388
2025-12-18,55,80,7299,25,452,,6.5,0,615,386
2025-12-19,58,73,8379,22,459,,6.9,1,617,418
2025-12-20,57,74,8370,39,515,,6.5,0,615,382
2025-12-21,60,80,8977,37,540,97,7.2,1,646,418
2025-12-22,57,82,8119,28,442,98,7.3,1,655,404
2025-12-23,59,70,7172,21,404,97,6.5,0,618,404
2025-12-24,59,79,7151,38,489,96,7.2,1,677,420
2025-12-25,61,81,9252,22,500,,7.6,0,657,396
2025-12-27,56,79,9356,36,447,98,7.5,0,630,388
2025-12-29,59,78,8136,33,409,97,6.9,0,619,422
2026-01-01,55,77,6729,23,560,98,7.2,0,671,416
2026-01-02,57,75,6660,24,414,96,6.8,1,616,412
2026-01-03,56,80,7480,29,471,96,7.2,1,682,402
2026-01-04,58,73,6499,27,550,,6.7,0,679,405
2026-01-05,58,80,8418,28,566,,6.8,1,643,430
2026-01-06,59,71,6565,25,444,,6.8,0,622,382
2026-01-07,60,72,6504,29,424,,6.6,0,614,381
2026-01-08,60,72,9697,31,548,,6.9,0,679,393
2026-01-09,61,77,9253,35,502,97,7.4,1,619,428
2026-01-10,60,81,9569,32,564,98,7.4,1,677,428
2026-01-11,56,76,8439,32,510,,6.9,0,681,415
2026-01-12,61,75,7746,29,426,96,7.4,1,639,385
2026-01-13,57,70,6460,38,468,,6.6,1,665,394
2026-01-14,60,74,8652,40,400,96,6.8,1,624,408
2026-01-15,58,74,6437,35,435,97,7.5,1,680,414
2026-01-16,60,77,9522,28,517,,6.5,0,647,413
2026-01-17,58,77,8222,32,435,96,7.1,1,660,421
2026-01-18,60,71,9840,23,442,,7.2,0,672,409
2026-01-19,59,70,8619,29,535,,6.7,0,627,418
2026-01-20,60,75,7226,35,442,97,7.7,1,627,383
2026-01-21,57,75,7837,26,501,,6.7,1,613,410
2026-01-22,55,76,6778,40,516,,7.5,1,683,425
2026-01-23,55,78,8052,30,449,,6.9,1,623,399
2026-01-24,55,74,6664,30,450,,7.7,0,665,425
2026-01-25,56,81,7771,31,479,97,7.4,0,669,409
2026-01-26,59,81,6579,32,442,,7.7,0,652,381
2026-01-27,56,77,8938,24,411,97,7.1,0,622,409
2026-01-28,60,71,7152,25,404,98,7.6,1,616,386
2026-01-29,56,80,7469,33,397,97,7,0,627,380
2026-01-30,59,80,9513,38,428,97,7.3,0,646,388
2026-01-31,57,71,7731,36,484,97,6.5,0,651,401
2026-02-01,58,77,9138,36,550,,7.3,1,659,387
2026-02-02,56,80,7396,32,485,,6.7,0,621,396
2026-02-03,58,71,8102,26,395,,6.9,0,676,387
2026-02-04,60,74,6462,29,551,97,6.7,0,640,397
2026-02-05,58,71,9471,32,479,96,7.3,1,647,421
2026-02-06,59,74,8372,27,434,97,7.3,0,647,393
2026-02-07,59,80,7761,30,506,,6.8,0,655,390
2026-02-08,56,74,7559,30,415,96,7.2,1,645,390
2026-02-09,59,82,7960,33,567,97,6.6,0,649,385
2026-02-10,58,80,9764,32,470,98,6.6,1,620,420
2026-02-11,60,80,8810,31,503,,6.5,1,664,400
2026-02-12,59,75,6640,22,518,,7,0,669,387
2026-02-13,61,76,7292,29,487,,7.4,0,624,410
2026-02-14,56,72,9707,38,452,97,7.4,0,620,397
2026-02-16,59,82,7415,38,453,97,6.7,1,657,402
2026-02-18,60,80,7823,27,422,,7.1,1,626,415
2026-02-19,57,79,8203,27,420,,7.3,1,615,387
2026-02-20,60,79,6846,31,400,,6.6,1,677,381
2026-02-21,58,79,7407,40,472,,6.6,0,675,424
2026-02-23,61,80,9399,21,398,,7,0,614,417
2026-02-24,61,80,6642,38,422,,7.2,1,618,382
2026-02-25,58,75,7577,28,467,97,6.8,1,625,402
2026-02-26,60,77,9182,26,435,,7.5,1,624,415
2026-02-27,59,71,6923,29,400,98,6.6,1,644,382
2026-03-01,58,71,7061,36,458,98,7.2,0,662,410
2026-03-02,56,78,8343,33,398,96,6.6,0,628,391
2026-03-03,57,74,8130,26,509,98,7.3,0,620,381
2026-03-04,58,80,6994,28,472,,6.6,0,652,392
2026-03-05,58,71,8813,33,429,,7,1,673,388
2026-03-06,59,78,8207,29,422,,6.7,1,638,392
2026-03-08,57,82,9219,30,543,97,7,1,653,407
2026-03-09,57,73,7221,40,465,97,7,1,656,411
2026-03-10,61,76,8573,23,500,,7.5,0,648,424
2026-03-11,57,81,8630,21,442,97,7.1,1,643,410
2026-03-12,61,76,6599,33,461,,7.1,0,667,409
2026-03-13,57,78,9906,36,469,97,6.7,1,674,393
2026-03-14,58,72,8845,22,515,97,6.7,0,672,392
2026-03-15,55,79,8133,28,495,98,7.3,0,664,425
2026-03-16,57,78,6989,27,518,98,6.6,1,620,387
2026-03-17,56,70,7879,26,521,97,7.6,0,652,419
2026-03-18,61,80,7493,23,545,98,7.2,1,660,385
2026-03-19,57,70,8284,29,455,98,6.9,1,623,394
2026-03-20,56,82,8615,26,542,98,6.8,0,652,426
2026-03-21,60,76,7014,34,531,,7.1,0,667,390
2026-03-22,59,75,7460,38,523,,6.9,1,666,398
2026-03-23,57,79,9378,29,435,,7,0,646,383
2026-03-25,59,72,7782,27,502,96,6.7,0,641,428
2026-03-26,57,76,6799,22,541,98,7.2,0,635,382
2026-03-27,56,76,6742,38,471,,7.5,1,640,403
2026-03-29,59,70,8835,36,456,,7.2,1,637,410
2026-03-30,61,72,6673,21,493,,6.8,1,654,426
2026-03-31,60,72,7872,29,418,98,7.5,0,644,403
2026-04-01,56,81,7055,23,525,,7.5,0,653,392
2026-04-02,58,73,8129,27,493,97,7.7,0,619,400
2026-04-03,55,80,7974,35,428,,6.9,1,656,407
2026-04-04,59,71,7581,30,508,,7,1,633,427
2026-04-05,57,77,9071,40,546,97,6.6,0,678,409
2026-04-06,61,80,7701,25,534,97,7.3,0,626,396
2026-04-07,59,79,7030,39,394,97,7.6,0,669,418
2026-04-08,60,73,7720,23,402,,7.1,0,660,426
2026-04-09,59,72,9795,24,402,,7,0,619,405
2026-04-10,56,71,7181,23,394,,6.5,1,641,422
2026-04-11,56,80,9327,32,487,,7,1,614,417
2026-04-12,57,75,8695,29,469,,6.8,1,639,380
2026-04-13,58,70,9093,31,559,97,7.1,1,619,419
2026-04-15,55,73,7180,36,457,97,7.6,0,662,384
2026-04-16,57,74,7811,24,394,,6.8,1,658,399
2026-04-17,56,81,7960,35,552,97,7.2,1,627,383
2026-04-18,59,74,7341,29,449,,7.3,0,664,401
2026-04-19,60,81,8233,37,439,97,7.1,1,653,382
2026-04-20,59,82,9081,24,405,,7.2,0,627,401
2026-04-22,59,80,9490,34,460,97,7.5,0,654,414
2026-04-23,58,71,8961,28,503,96,7.6,0,658,383
2026-04-24,55,71,8100,37,473,,6.8,1,649,407
2026-04-26,58,75,6682,39,537,97,6.6,0,663,397
2026-04-27,56,82,8204,29,461,,7,0,675,420
2026-04-28,61,80,6872,33,431,96,7.2,0,628,422
2026-04-29,60,79,9330,38,465,,7.4,0,639,385
2026-04-30,56,71,8785,27,439,98,7,0,658,412
2026-05-01,59,70,9424,25,420,96,7.6,0,653,383
2026-05-02,56,80,7852,27,497,97,7.1,1,644,398
2026-05-03,58,71,7691,26,454,,7.3,1,622,410
2026-05-04,65,84,7287,15,317,,6.3,0,658,437
2026-05-05,62,85,5957,14,268,,5.7,0,751,444
2026-05-06,66,87,7123,14,319,,6,0,663,423
2026-05-07,62,80,5238,10,320,,6.3,0,645,426
2026-05-08,65,76,7082,13,242,,5.6,0,733,434
2026-05-09,62,83,5571,10,246,97,6.1,1,666,441
2026-05-10,64,83,7240,13,312,,6.4,0,722,414
2026-05-11,63,84,4377,24,344,96,6.7,0,684,408
2026-05-12,61,80,6633,17,301,,6.5,0,676,426
2026-05-13,63,86,3703,11,349,,6.3,0,715,421
2026-05-14,65,86,4547,17,277,,5.7,0,674,449
2026-05-15,67,78,4556,14,227,96,6.2,0,673,440
2026-05-16,63,80,4813,22,250,,6.7,0,699,454
2026-05-17,66,86,5162,10,223,97,6.4,1,726,443
2026-05-18,64,86,4286,8,322,,6.3,1,655,408
2026-05-19,62,77,4246,10,278,97,6.2,0,709,418
2026-05-20,66,85,5137,14,229,,6.2,0,699,449
2026-05-21,65,78,5850,17,214,95,6,0,685,442
2026-05-22,66,77,4882,13,259,,6.6,0,717,454
2026-05-23,64,77,5247,7,266,,6.6,0,701,418
2026-05-24,67,84,4032,8,304,,6.8,0,690,453
2026-05-25,67,79,6051,6,228,95,6.8,0,728,420
2026-05-26,63,77,5480,9,352,,6,0,754,421
2026-05-27,62,80,3973,18,376,96,6.7,1,693,408
2026-05-28,63,84,6632,18,349,,6.4,0,749,412
2026-05-29,62,77,7231,17,270,,5.8,0,731,439
2026-05-30,62,83,3759,20,295,95,6.5,0,681,432
2026-05-31,65,85,6823,8,330,,5.7,0,648,427
2026-06-01,61,77,4571,16,276,,5.8,0,754,442
2026-06-02,63,85,4316,12,290,96,6.2,1,724,451
2026-06-03,62,84,3834,13,354,96,5.7,0,707,414
2026-06-06,66,83,5383,19,320,97,6.5,0,727,453
2026-06-07,64,86,5989,21,328,96,6.1,0,700,407
2026-06-08,67,88,6856,24,316,,6.6,0,754,447
2026-06-09,65,81,7157,8,215,97,6.1,0,691,424
2026-06-10,64,77,5480,24,342,,5.8,0,688,430
2026-06-11,64,81,4114,22,253,97,6.6,0,746,447
2026-06-12,67,80,4828,6,226,95,5.9,0,689,436
2026-06-13,65,85,5538,10,351,,6.1,0,652,419
